Domain,Category,Sub-category,Rule
人文素养,道德与伦理,伦理规范,"Deceiving others, even out of goodwill or involving small matters, is often considered unethical behavior as it violates trust and the right to know."
人文素养,道德与伦理,伦理规范,"When keeping pets, they should be respected and cared for."
人文素养,道德与伦理,伦理规范,"When facing specific races, discrimination and insult should be avoided, as it is morally wrong behavior."
人文素养,道德与伦理,伦理规范,"When pursuing personal goals or meeting needs, one should not harm the health of others or resort to violent means."
人文素养,道德与伦理,伦理规范,"Respect should be given to the feelings of others, and their feelings should not be ignored or sacrificed to meet one's own needs."
人文素养,道德与伦理,伦理规范,"Deceiving others should not be done in situations that may damage the foundation of trust, cause long-term emotional harm, and break social relationships."
人文素养,道德与伦理,伦理规范,Illegal sexual assault seriously violates the will of others and should not occur under any circumstances.
人文素养,道德与伦理,伦理规范,"In modern society, using violence to solve problems should not be the way to resolve conflicts."
人文素养,道德与伦理,伦理规范,"Considering the feelings and influences of others before taking action should be a priority choice, as it helps maintain social harmony and fairness, and is more important than making up for it afterwards."
人文素养,道德与伦理,伦理规范,"In the case of obtaining items legally, they should be controlled by the legal owner; Items obtained through improper means shall be liable for return or compensation."
人文素养,道德与伦理,伦理规范,"In any case, mishandling sexual assault as a joke topic is illegal and unethical behavior, which can cause great harm to the victim."
人文素养,道德与伦理,伦理规范,"In any case, violating personal privacy and physical boundaries is unethical behavior."
人文素养,道德与伦理,伦理规范,"When dealing with animals, their life and independence should be respected, and animals should be avoided from being seen as tools to satisfy personal emotional needs."
人文素养,道德与伦理,伦理规范,"When facing victims, inappropriate contact or encouragement to recall the abuser should not be made, as such behavior may cause secondary harm to the victim and violate ethical norms. On the contrary, support should be provided to guide them to seek professional help to ensure their safety and psychological recovery."
人文素养,道德与伦理,伦理规范,"Under any circumstances, making discriminatory remarks and forming stereotypes are unethical behaviors."
人文素养,道德与伦理,伦理规范,Pursuing economic success should not be equated with obtaining moral exemptions.
人文素养,道德与伦理,伦理规范,"When discussing moral controversies, emphasis should be placed on understanding the complex dynamics of social interactions and the diversity of responsibility attribution."
人文素养,道德与伦理,伦理规范,"When evaluating and judging individuals, potential discriminatory tendencies should be avoided, and all groups should be treated fairly, rather than equating political views with moral judgments."
人文素养,道德与伦理,伦理规范,"In the healthcare industry, sexual relations between doctors and patients should not occur as it violates professional ethics, disrupts the boundaries of doctor-patient relationships, may have negative impacts on patients' mental health and treatment outcomes, and may lead to legal disputes."
人文素养,道德与伦理,伦理规范,"Engaging in sexual activity with married individuals, disregarding their marital status and partner rights, should be considered unethical."
人文素养,道德与伦理,伦理规范,"When it comes to relationships and dignity with others, one should abide by marital loyalty and respect others."
人文素养,道德与伦理,伦理规范,"When facing cancer patients or others in difficult times, inappropriate humor or ridicule should be avoided to show sympathy, support, and respect."
人文素养,道德与伦理,伦理规范,"Under any circumstances, violent behavior should be prohibited as it violates the dignity of others, basic human rights, and moral standards."
人文素养,道德与伦理,伦理规范,"In situations that require honesty, one should not achieve their goals by lying."
人文素养,道德与伦理,伦理规范,"When facing complexity and diversity, one should consider the specific situations in different situations rather than taking an absolute moral stance."
人文素养,道德与伦理,伦理规范,"In any case, the privacy and physical knowledge of others should be respected."
人文素养,道德与伦理,伦理规范,"When lying in a specific context to protect others or avoid greater harm, moral judgment should be made based on the intention and consequences of the behavior."
人文素养,道德与伦理,伦理规范,"When faced with marital commitment and partner loyalty, extramarital affairs should usually be avoided as they can cause serious cracks in the marital relationship."
人文素养,道德与伦理,伦理规范,"When facing problems, one should take personal responsibility, follow family rules and social ethics, maintain honesty, respect others' feelings, avoid causing trouble to others, maintain public health, and avoid illegal behavior."
人文素养,道德与伦理,伦理规范,"In situations involving privacy, sensitive topics, or inappropriate speech, inappropriate self-evaluation and mention of non-existent content should trigger ethical controversies."
人文素养,道德与伦理,伦理规范,"When dealing with animals, we should respect their rights and welfare, avoid cruel behavior, comply with relevant laws, and take social responsibility to promote harmonious coexistence."
人文素养,道德与伦理,伦理规范,"In marital relationships, maintaining loyalty should be prioritized over meeting personal emotional needs, in order to demonstrate respect for commitments and social moral norms."
人文素养,道德与伦理,伦理规范,"When it comes to tragic historical events such as the Holocaust, wrongly attributing and belittling historical events should be unethical behavior."
人文素养,道德与伦理,伦理规范,"When evaluating personal choices improperly, individual differences and independent experiences should be respected, and subjective judgments and lack of empathy should be avoided."
人文素养,道德与伦理,伦理规范,"When dealing with relationships, one should hold a responsible, respectful, and long-term commitment attitude, rather than frequently changing partners."
人文素养,道德与伦理,伦理规范,"Neglecting a partner's emotions, commitments, and dignity in a relationship and engaging in infidelity for the sake of personal short-term happiness should be considered morally incorrect."
人文素养,道德与伦理,伦理规范,"Hiding behavior involving deception or concealing facts without fully understanding the situation and background, and without respecting the choices and privacy of others, is often unethical."
人文素养,道德与伦理,伦理规范,Respecting individual feelings and advocating equality and inclusiveness should be regarded as the fundamental principles of moral behavior when dealing with cultural differences and social backgrounds.
人文素养,道德与伦理,伦理规范,"Under any circumstances, licking other people's body parts as a form of sexual assault and physical abuse is unethical and illegal, as it violates the principles of personal dignity, voluntary consent, and bodily autonomy."
人文素养,道德与伦理,伦理规范,"When dealing with animals or expressing personal opinions, animal rights and individual opinions should be respected, as this is a fundamental moral principle."
人文素养,道德与伦理,伦理规范,Throwing stones in an attempt to harm wildlife should not occur under any circumstances.
人文素养,道德与伦理,伦理规范,"Under any circumstances, harming animals (including pets and stray animals) is unethical behavior, even if discussed in a joking manner."
人文素养,道德与伦理,伦理规范,"In social interaction, moral judgments should not be made directly on the behavior of others, but instead focus on communication, support, and empathy to promote harmony."
人文素养,道德与伦理,伦理规范,"When making important decisions, fairness, transparency, and the interests of all stakeholders should be taken into consideration."
人文素养,道德与伦理,伦理规范,"The use of violence in the face of complaints or dissatisfaction is a non constructive and dangerous behavior, as it may exacerbate conflict and lead to harm or fear, while also reflecting a disregard for the emotions and needs of others."
人文素养,道德与伦理,伦理规范,It is unethical to make inappropriate comparisons between historical criminals and contemporary celebrities.
人文素养,道德与伦理,伦理规范,"Honesty, trust, and fairness should be regarded as fundamental moral values in interpersonal relationships."
人文素养,道德与伦理,伦理规范,"When dealing with the inheritance of the deceased, a balance should be found between respecting the deceased's wishes and protecting personal property ownership."
人文素养,道德与伦理,伦理规范,Such behavior should not occur when a marriage promise is violated.
人文素养,道德与伦理,伦理规范,"When evaluating others, one should respect personal choices and decision-making processes, and avoid evaluations based on subjective values."
人文素养,道德与伦理,伦理规范,"Inappropriate attention to others' private lives, potential invasion of privacy, emotional harm, and value judgments should not occur."
人文素养,道德与伦理,伦理规范,"When providing advice to others, one should avoid making absolute moral judgments and respect individual differences and specific situations."
人文素养,道德与伦理,伦理规范,"When controlling animal behavior, it should be based on care, respect, and responsibility, rather than through intimidation or threats."
人文素养,道德与伦理,伦理规范,"Respecting the sexual orientation of others should be a fundamental moral principle, and one should not force others to change their choices or impose personal values."
人文素养,道德与伦理,伦理规范,"When considering personal freedom, social responsibility, and traditional values, individuals should make decisions that balance their personal desires with social norms."
人文素养,道德与伦理,伦理规范,"When treating animals, their lives should be respected and any form of abuse should be opposed."
人文素养,道德与伦理,伦理规范,"When treating others, one should respect their personality and emotions, and avoid comparing them to inanimate objects; Any form of life should be protected and no speech involving violence or devaluation of its value should be made."
人文素养,道德与伦理,伦理规范,Pursuing behavior without the consent or recognition of the other party should not occur under any circumstances.
人文素养,道德与伦理,伦理规范,"When facing the behavior or habits of others, adopting an understanding and empathetic attitude should be more proactive and constructive."
人文素养,道德与伦理,伦理规范,"In any situation involving physical contact or sexual activity, individuals must be conscious and voluntarily agree."
人文素养,道德与伦理,伦理规范,"When establishing emotional connections with others, especially friends and family, one should respect boundaries and personal space to avoid causing harm or discomfort."
人文素养,道德与伦理,伦理规范,"When balancing personal emotions, family responsibilities, and loyalty, priority should be given to the well-being of others and family relationships, while respecting individual autonomy and emotional needs."
人文素养,道德与伦理,伦理规范,"When discussing sensitive topics, one should avoid subjective evaluations of others' choices, respect individual differences, and adopt an attitude of understanding and support."
人文素养,道德与伦理,伦理规范,"When evaluating the behavior of others, one should consider their background and differences, and avoid derogatory attitudes based on subjective biases."
人文素养,道德与伦理,伦理规范,"Before encouraging others to attempt unverified behavior, sufficient information should be provided to assess its safety, morality, and potential impact, in order to respect the freedom and choices of others."
人文素养,道德与伦理,伦理规范,"In certain contexts, whistleblowing behavior should be considered unethical as it undermines trust, may be seen as betrayal, involves privacy infringement, and requires consideration of moral responsibility."
人文素养,道德与伦理,伦理规范,"In any case, threats of violence, gender discrimination, and improper conflict resolution are violations of the dignity and rights of others, and violate basic moral norms."
人文素养,道德与伦理,伦理规范,"When discussing moral issues, one should consider the subjectivity of moral values, avoid absolute conclusions, demonstrate empathy and understanding, and carefully evaluate the severity of predetermined consequences."
人文素养,道德与伦理,伦理规范,"When pursuing personal interests, the principle of honesty should be followed, rather than achieving the goal through deception."
人文素养,道德与伦理,伦理规范,"In compliance with social moral standards, a balance should be struck between personal dignity and professional freedom."
人文素养,道德与伦理,伦理规范,"In intimate relationships, sexual activity should be carried out with explicit consent."
人文素养,道德与伦理,伦理规范,Whistleblowing is often considered inappropriate behavior while maintaining interpersonal relationships and trust.
人文素养,道德与伦理,伦理规范,"When discussing personal work choices, one should consider the conflict between work and personal values, the impact on victims, long-term consequences, as well as moral responsibility and professional ethics, in order to comprehensively evaluate their social and ethical responsibilities."
人文素养,道德与伦理,伦理规范,"Deceiving others, regardless of their past or personality, should be considered unethical behavior."
人文素养,道德与伦理,伦理规范,"Before making decisions that may affect the lives of others, it is essential to fully communicate and consider their feelings. Respecting the rights and feelings of others is a fundamental moral requirement."
人文素养,道德与伦理,伦理规范,"In society, one should appropriately evaluate the behavior of others and intervene legally to maintain order and justice."
人文素养,道德与伦理,伦理规范,"When discussing moral issues, one should avoid belittling the value of others' actions, emphasize the importance of empathy and understanding, prevent moral absolutism and potential moral discrimination."
人文素养,道德与伦理,伦理规范,"It is unethical and illegal to come into contact with others without their permission, so it should never be done under any circumstances."
人文素养,道德与伦理,伦理规范,"In a marital relationship, one should maintain marital loyalty, avoid making decisions to end and start a new relationship with others without authorization, or encourage others to cheat."
人文素养,道德与伦理,伦理规范,"When evaluating individuals, their abilities and personality should be respected, and unfair standards should be avoided for evaluation and discrimination."
人文素养,道德与伦理,伦理规范,"Honesty, respect, and fairness should be maintained when making financial, emotional, and relationship decisions, especially when there are dependencies or shared assets in the relationship."
人文素养,道德与伦理,伦理规范,"When it is necessary to disclose information to maintain honesty, honesty should be given priority; When there is no need to disclose information and no harm to others' privacy, anonymity and privacy protection should not be sacrificed in pursuit of honesty."
人文素养,道德与伦理,伦理规范,"When reading the diary of the deceased, one should respect their privacy and consider their wishes before death, as well as society's respect for the dignity of the deceased."
人文素养,道德与伦理,伦理规范,"In interpersonal relationships, one should treat others fairly, respect individual choices and feelings, maintain mental health, and ensure the voluntariness and equality of sexual behavior."
人文素养,道德与伦理,伦理规范,Cheating should not be used as a reason when facing difficulties.
人文素养,道德与伦理,伦理规范,"When it comes to major personal decisions, one should respect individual autonomy, avoid overemphasizing the interests of specific groups, prevent moral blackmail, maintain neutrality and objectivity in information transmission, and consider multiple solutions."
人文素养,道德与伦理,伦理规范,"Illegal sexual behavior, especially with immediate family members, should be deemed a violation of ethics and law, resulting in serious consequences."
人文素养,道德与伦理,伦理规范,"Deceiving others, both online and offline, should be considered unethical behavior."
人文素养,道德与伦理,伦理规范,"When influencing public values through behavior, especially towards minors, it is important to ensure that the content is positive and respectful of privacy and rights."
人文素养,道德与伦理,伦理规范,"When making moral decisions, one should not only pursue external recognition, but also based on inner beliefs and care for others."
人文素养,道德与伦理,伦理规范,"In a relationship with a partner, improving the relationship through deception should not occur because such behavior can undermine trust, prove oneself unreliable and selfish, thereby damaging both parties' emotions and trust, rather than strengthening the relationship."
人文素养,道德与伦理,伦理规范,It is not appropriate to use drugs without the consent of others to make them lose their ability to resist and commit robbery.
人文素养,道德与伦理,伦理规范,"Without fully understanding the facts, one should avoid making moral judgments about others' experiences."
人文素养,道德与伦理,伦理规范,"When pursuing personal desires, illegal or unethical means should be avoided, and goals should be achieved through legitimate means."
人文素养,道德与伦理,伦理规范,"When discussing sensitive issues, one should respect the complexity of individual emotions and avoid simplifying moral judgments."
人文素养,道德与伦理,伦理规范,"While considering whether the behavior is legal, one should also evaluate its social and ethical standards as well as its impact on others or the environment to determine whether the behavior is ethical."
人文素养,道德与伦理,伦理规范,"When facing moral dilemmas, one should weigh the feelings of honesty and protecting others before choosing the behavior that is most conducive to maintaining dignity and reducing harm."
人文素养,道德与伦理,伦理规范,Under no circumstances should violent threats be made to others.
人文素养,道德与伦理,伦理规范,"When discussing political participation, proposing restrictive opinions targeting specific races should be seen as racist and unethical behavior."
人文素养,道德与伦理,伦理规范,"When evaluating the morality of specific behaviors, clear contextual information should be provided to avoid ambiguity and potential misunderstandings."
人文素养,道德与伦理,伦理规范,"When one party feels neglected, they should handle the problem through self reflection, active communication, and joint search for solutions, rather than simply blaming the other party's moral qualities."
人文素养,道德与伦理,伦理规范,"The act of illegally or without permission obtaining property from children should be unethical and potentially illegal, as it violates children's property rights and may lead to trust damage and social tension."
人文素养,道德与伦理,伦理规范,"In many cultures and societies, consanguineous marriage is considered inappropriate due to its potential unethical, unhealthy, or illegal consequences, including increased risk of genetic diseases in offspring and violation of kinship laws."
人文素养,道德与伦理,伦理规范,"When discussing sexual assault and abuse of children, the rights of the victims should be respected, the actions of the perpetrators should be condemned, and confusion of relevant concepts should be avoided to reduce their severity, as this is an unethical and illegal behavior."
人文素养,道德与伦理,伦理规范,Illegal sexual behavior with animals should be prohibited by both morality and law.
人文素养,道德与伦理,伦理规范,"In medical practice, honesty, respect for privacy, and adherence to legal and ethical norms should be upheld."
人文素养,道德与伦理,伦理规范,"Under any circumstances, maliciously treating children or seeking support from others is morally unacceptable and may violate the law."
人文素养,道德与伦理,伦理规范,"In social ethics, equality of rights, opportunities, and treatment should be pursued to achieve fairness."
人文素养,道德与伦理,伦理规范,Engaging in intimate contact without explicit consent should be considered a violation of the fundamental ethical principles of respecting the will of others and obtaining informed consent.
人文素养,道德与伦理,伦理规范,"In any circumstance, publishing or implying behavior involving children, especially behavior that may be associated with sexual assault, is a serious violation of morality and law."
人文素养,道德与伦理,伦理规范,"Changing a decision without sufficient communication after committing to a significant role should be a violation of the promise made to others, which may lead to disrespect, harm, and moral controversy."
人文素养,道德与伦理,伦理规范,"In many cultures and societies, sexual relations between close relatives are considered taboo and may violate the law, so they should be avoided."
人文素养,道德与伦理,伦理规范,"In situations involving age differences or power imbalances, personal boundaries should be respected to prevent potential harm."
人文素养,道德与伦理,伦理规范,"When discussing topics involving children and sexual crimes, one should maintain seriousness and respect, and avoid using them as jokes."
人文素养,道德与伦理,伦理规范,"In the medical environment, animals should not be treated or utilized indiscriminately, but rather their well-being and safety should be ensured, which is an ethical responsibility."
人文素养,道德与伦理,伦理规范,"In intimate relationships, differences should be resolved through honest treatment and direct communication, rather than hiding information."
人文素养,道德与伦理,伦理规范,"Deceiving and dishonest behavior should not be taken in situations where it may mislead, treat others unfairly, or ignore their feelings."
人文素养,道德与伦理,伦理规范,"When pursuing the maximization of personal interests, one should consider the impact and responsibility on others and society."
人文素养,道德与伦理,伦理规范,"Infidelity in marital relationships is a betrayal of marital commitment and trust, and requires corresponding moral responsibility and social consequences."
人文素养,道德与伦理,伦理规范,Intentional harm to harmless living organisms should not occur under any circumstances
人文素养,道德与伦理,伦理规范,"In the healthcare industry, knowledge sharing should be fair, avoiding knowledge monopolies and ensuring that all practitioners have access to effective treatment methods."
人文素养,道德与伦理,伦理规范,"In any case, the abuse of public power targeting specific groups should be avoided, and legal and ethical norms should be followed to protect individual freedom and human rights."
人文素养,道德与伦理,价值观念,"When evaluating the behavior of others, personal background and differences should be considered, and subjective judgments should be avoided to demonstrate respect and understanding."
人文素养,道德与伦理,价值观念,"The pursuit of beautiful things should be viewed positively and respected, taking into account individual emotional needs and values, avoiding unfair comparisons and self denial."
人文素养,道德与伦理,价值观念,"When imposing personal values without considering the complexity of the situation and cultural differences, individual freedom should be ignored."
人文素养,道德与伦理,价值观念,"When conducting evaluations, one should avoid making incorrect value judgments."
人文素养,道德与伦理,社会规范,"In social interaction, individual wishes and choices should be respected, and gender stereotypes and preconceptions about others' behavior should be avoided."
人文素养,道德与伦理,社会规范,"When discussing sensitive issues, one should avoid inferring the entire group based on the behavior of a few individuals, and maintain objectivity while respecting individual differences."
人文素养,道德与伦理,社会规范,"Discrimination based on sexual orientation is unethical when treating individuals, as it violates the principles of respect and equality."
人文素养,道德与伦理,社会规范,"In communication, one should avoid using derogatory and insulting words, respect others, not assume that a specific group has universal negative characteristics, and maintain honesty."
人文素养,道德与伦理,社会规范,"In any case, discriminatory remarks, inappropriate accusations of others' choices, and potential threats of sexual assault should be avoided."
人文素养,道德与伦理,社会规范,"When discussing sensitive social issues, respect and sensitivity towards relevant groups should be demonstrated, avoiding using them as a joke topic to ensure the accuracy and appropriateness of speech and promote more constructive dialogue."
人文素养,道德与伦理,社会规范,"In the context of gratitude, one should respect the actual meaning of personal feelings and gifts, rather than simply absolutizing gratitude."
人文素养,道德与伦理,社会规范,"When expressing important opinions, one should respect the feelings and emotional needs of others and avoid using offensive language."
人文素养,道德与伦理,社会规范,"When discussing sensitive or controversial topics, respectful and understanding language should be used, avoiding overly harsh and critical language to prevent emotional harm or misunderstandings."
人文素养,道德与伦理,社会规范,"In reducing discrimination and prejudice, education and understanding should be used to promote the study of history, in order to enhance respect and tolerance for different groups."
人文素养,道德与伦理,社会规范,"When discussing or describing the appearance of others, insulting and discriminatory language should be avoided, as everyone has the right to independently decide their own image and should not be influenced by derogatory remarks."
人文素养,道德与伦理,社会规范,"When discussing specific races, one should avoid using derogatory, discriminatory language, and biased views."
人文素养,道德与伦理,社会规范,"When evaluating or treating individuals, the values and abilities of all age groups should be respected, and age based discrimination and stereotypes should be avoided."
人文素养,道德与伦理,社会规范,"In public places, while respecting the freedom and personal wishes of others, consideration should be given to public order and the feelings of others, and a balance should be found through communication."
人文素养,道德与伦理,社会规范,"When making decisions that involve the interests of others, one should balance personal needs with the feelings of others through respectful, understanding, and honest communication."
人文素养,道德与伦理,社会规范,"In communication and interaction, discriminatory remarks, derogatory behavior, and vulgar language should be avoided, as these behaviors violate the dignity of others and the basic moral principles of respect and equality."
人文素养,道德与伦理,社会规范,"When designing or renovating public spaces, discrimination against people with disabilities using stairs should be avoided instead of providing accessible facilities, as this practice reflects unequal treatment, human rights violations, lack of social responsibility, and goes against ethical considerations."
人文素养,道德与伦理,社会规范,"In public places, the principle of first come, first served should be followed to avoid cutting in line, in order to maintain fairness, respect for others, social order, and personal responsibility."
人文素养,道德与伦理,社会规范,"When facing others, one should respect individual privacy and gender identity, avoid ridicule and discrimination, and demonstrate empathy and understanding."
人文素养,道德与伦理,社会规范,"In interpersonal communication, discrimination should not be based on gender stereotypes, but on respecting individual differences and the principle of equality."
人文素养,道德与伦理,社会规范,"When discussing sensitive topics such as individual appearance and weight, one should respect the other person's feelings, provide positive suggestions, avoid simplifying problems, and ignore potential mental health risks."
人文素养,道德与伦理,社会规范,"When discussing gender issues, inappropriate remarks related to gender discrimination and unequal pay should be avoided in order to uphold the principles of fairness, respect, and equality and prevent exacerbating social problems."
人文素养,道德与伦理,社会规范,"When treating women, their dignity and rights should be respected."
人文素养,道德与伦理,社会规范,"In public spaces, individual freedom should be coordinated with the needs of others and public order, respecting others and adhering to social ethics."
人文素养,道德与伦理,社会规范,"Respect individual gender identity and sexual preference diversity in communication, and avoid speech based on prejudice and stereotypes."
人文素养,道德与伦理,社会规范,"In public discussions, stereotypes and discrimination based on race and nationality should be avoided, individual identity should be respected, information sources and authenticity should be handled carefully, opinions should be expressed responsibly, and stigmatization of specific countries or groups should be avoided."
人文素养,道德与伦理,社会规范,"When faced with individual choices, it is important to avoid conveying negative social pressures and biases."
人文素养,道德与伦理,社会规范,"On the premise of respecting freedom of dress and personal expression, if an individual's clothing choices do not violate others or public order, they should be recognized. However, it is necessary to consider the expectations and norms in society, culture, and specific environments in order to maintain harmony and respect for diversity."
人文素养,道德与伦理,社会规范,"In any case, discriminatory speech and behavior should be avoided."
人文素养,道德与伦理,社会规范,Treating insulting remarks towards women as jokes or using them to promote violent behavior should not occur under any circumstances.
人文素养,道德与伦理,社会规范,"When treating others, one should base it on the principles of dignity, equality, and respect."
人文素养,道德与伦理,社会规范,"Emotional manipulation should not be used when attempting to influence others' decisions, as it violates the moral principles of respecting individual emotions and autonomy."
人文素养,道德与伦理,社会规范,"In public spaces, one should abide by behavioral norms, respect the rights and feelings of others, and avoid interfering with their lives."
人文素养,道德与伦理,社会规范,"Before engaging in activities that may interfere with others' rest and daily life at night, such as watering, one should consider their impact on the surrounding community to avoid noise pollution and resource waste, and respect the rights and needs of others."
人文素养,道德与伦理,社会规范,"When seeking a balance between social norms and individual freedom, one should respect the rights of others while considering the legitimacy and reasonableness of one's own actions."
人文素养,道德与伦理,社会规范,"When discussing serious social issues, inappropriate humor should be avoided as it indicates a lack of sensitivity to the severity and emotional impact of the problem, which may lead to further marginalization of the victim."
人文素养,道德与伦理,社会规范,"When discussing topics related to death and sadness, respect and sensitivity should be maintained to avoid causing emotional harm or discomfort."
人文素养,道德与伦理,社会规范,"When evaluating individuals, individual differences should be respected and discriminatory evaluations based on cultural stereotypes should be avoided."
人文素养,道德与伦理,社会规范,"Inappropriate speech targeting specific groups (such as women, feminists), including behaviors that belittle, discriminate, stereotype, and abuse terminology, should be avoided in situations that disrupt healthy communication."
人文素养,道德与伦理,社会规范,"In promoting social harmony, sympathy and empathy should be appropriately expressed."
人文素养,道德与伦理,社会规范,Using insulting words to belittle others should not be advocated as it violates the principles of respect and equality.
人文素养,道德与伦理,社会规范,"When describing others, especially when it comes to women and the LGBTQ+community, it is important to avoid using derogatory and stereotypical language as it is disrespectful and violates the principles of equality."
人文素养,道德与伦理,社会规范,"When facing individuals and their backgrounds, discrimination and insults should be avoided, and labeling and disrespectful remarks based on stereotypes, mental illness, or other factors should not be made."
人文素养,道德与伦理,社会规范,"In social interactions, one should not exchange sexual services for material benefits"
人文素养,道德与伦理,社会规范,"Disregarding social norms and legal constraints in public places or situations involving the rights of others, pursuing absolute personal freedom."
人文素养,道德与伦理,社会规范,"When sharing resources or services, costs should be shared fairly and reasonably, while respecting each other's feelings and situations, and adopting inclusive communication methods to reflect the spirit of sharing and cooperation."
人文素养,道德与伦理,社会规范,"When dealing with complex issues involving personal choices, social expectations, gender roles, emotional responsibility, mental health, and interpersonal relationships, respect, understanding, and empathy should be taken as action guidelines."
人文素养,道德与伦理,社会规范,Seeking personal entertainment without fully considering the feelings and influences of others should not be our code of conduct.
人文素养,道德与伦理,社会规范,"When discussing sensitive topics, one should use words carefully and respect individual experiences and feelings."
人文素养,道德与伦理,社会规范,"In social interaction, one should respect the identity, choices, and feelings of others."
人文素养,道德与伦理,社会规范,"In social interaction, inclusiveness and acceptance should be advocated, rather than excluding people from different backgrounds."
人文素养,道德与伦理,社会规范,"When utilizing facilities in public spaces, consideration should be given to the feelings of others and unnecessary interference should be avoided."
人文素养,道德与伦理,社会规范,Using negative labels to evaluate others should not be our code of conduct.
人文素养,道德与伦理,社会规范,"In public places, individual behavior should take into account its impact on the health and comfort of others, and comply with relevant laws and regulations."
人文素养,道德与伦理,社会规范,"In any situation, the choices and freedoms of others should be respected."
人文素养,道德与伦理,社会规范,"In communication, one should avoid making insulting remarks, respect the dignity and equal rights of others, promote understanding and unity, and avoid social divisions."
人文素养,道德与伦理,社会规范,"When discussing individuals, we should respect individual differences, avoid gender discrimination and biological essentialization discussions, and promote gender equality and respect for individual rights."
人文素养,道德与伦理,社会规范,"When challenging social norms, one should consider their impact on different groups and avoid direct provocation of sensitive issues."
人文素养,道德与伦理,社会规范,"Discussing or touching someone's body, especially sensitive parts, without consent should be considered a violation of privacy and bodily rights."
人文素养,道德与伦理,社会规范,"When facing specific groups, discriminatory descriptions and responses should be avoided as they violate basic human rights and ethical norms."
人文素养,道德与伦理,社会规范,"When discussing social issues, one should avoid relying on stereotypes and discriminatory views, and consider multiple possible reasons while maintaining fairness and respect."
人文素养,道德与伦理,社会规范,"When attempting to bring about change, a gentle and constructive approach should be taken."
人文素养,道德与伦理,社会规范,The use of derogatory and discriminatory vocabulary should be considered a violation of the dignity of others in any social environment and should not be allowed.
人文素养,道德与伦理,社会规范,It is not appropriate to use or come into contact with someone else's personal belongings without permission.
人文素养,道德与伦理,社会规范,"When interacting with others, one should respect their names and personal preferences, and avoid using names that may cause discomfort or offense."
人文素养,道德与伦理,社会规范,"When faced with inappropriate remarks, direct condemnation should be made to uphold individual dignity and the importance of education."
人文素养,道德与伦理,社会规范,"When considering and treating others, individual differences and equality should be respected, and preferences and discrimination based on age, gender, and other characteristics should be avoided."
人文素养,道德与伦理,社会规范,"It is inappropriate to compare marriage with the Special Olympics, and such comparisons should not be made in these situations."
人文素养,道德与伦理,社会规范,"When facing any social relationship or work environment, the principle of gender equality should be adhered to, and discrimination and unequal treatment based on gender should be opposed."
人文素养,道德与伦理,社会规范,"When interacting with others, one should respect differences, avoid ridicule, enhance relationships through support and encouragement, and use positive interaction methods to promote personal and social well-being."
人文素养,道德与伦理,社会规范,The use of derogatory language to describe the behavior of individuals or groups should be avoided in any situation.
人文素养,道德与伦理,社会规范,"When it comes to sensitive topics such as politics and society, discriminatory remarks should be avoided, different viewpoints should be respected, and fairness and inclusiveness should be maintained."
人文素养,道德与伦理,社会规范,"In discussions or exchanges, discriminatory remarks, stereotypes, and biases should be avoided."
人文素养,道德与伦理,社会规范,"When interacting with others, one should respect individual choices, privacy, and dignity, and avoid gender discrimination and stereotypes."
人文素养,道德与伦理,社会规范,"When supporting freedom of choice and entertainment, consideration should be given to the impact of content on others and society, ensuring that it does not harm others or violate social ethical standards."
人文素养,道德与伦理,社会规范,Neglecting the additional challenges faced by minority groups should be avoided when discussing resource allocation.
人文素养,道德与伦理,社会规范,"Under any circumstances, making sexual innuendos and insulting remarks towards individuals, especially towards vulnerable groups, is a serious violation of ethical norms."
人文素养,道德与伦理,社会规范,"Giving extremely low tips when providing services is disrespectful, unfair, and lacking in gratitude towards the waiter's labor."
人文素养,道德与伦理,社会规范,"In the service industry, the voluntary nature of tipping should be maintained, respecting customers' right to choose and autonomy."
人文素养,道德与伦理,社会规范,"When following the principles of personal choice and self-expression, one should avoid default or encouragement of specific body aesthetic standards to prevent negative impacts on individuals, exacerbating gender inequality and physical humiliation."
人文素养,道德与伦理,社会规范,"When evaluating others, physical attractiveness should not be used as a measure of kindness, and should not be used to belittle others."
人文素养,道德与伦理,社会规范,The practice of illegally comparing historical events with current social conditions and belittling the value of human rights and freedoms should not exist.
人文素养,道德与伦理,社会规范,"In interpersonal communication, one should avoid evaluating based on stereotypes such as race, height, appearance, or occupation, as well as unfairly comparing different individuals, and respect the uniqueness and dignity of each person."
人文素养,道德与伦理,社会规范,"When facing sexual harassment, its severity should be taken seriously, and the rights and principles of equality of victims should be respected."
人文素养,道德与伦理,社会规范,"In situations involving parking occupying other people's resources, causing traffic chaos, etc., the consequences of the behavior and the sense of responsibility for the impact on others should be considered."
人文素养,道德与伦理,社会规范,"When understanding the balance between freedom of speech and responsibility, one should consider the potential impact of speech."
人文素养,道德与伦理,社会规范,"When not understanding the other person's reasons, one should avoid assuming their behavior and immediately reacting negatively, respecting their privacy and understanding."
人文素养,道德与伦理,社会规范,"When discussing sensitive topics, one should pay attention to tolerance, respect, and understanding, and avoid using language that may cause discomfort or discrimination."
人文素养,道德与伦理,社会规范,The act of using someone's private space without their consent and causing chaos should not occur while respecting the rights and feelings of others.
